Res_prop	P	Cell_range	Effect	Method	PANEL	COORD	group	AUROC
Prop_0.75	75	Medium	0.000125	MIMOSA2	1	1	-1	0.878471177944862
Prop_0.75	75	Medium	0.00025	DiD Baseline	1	1	-1	0.88828842940685
Prop_0.75	75	Medium	0.00025	MIMOSA2	1	1	-1	0.917586152882206
Prop_0.75	75	Medium	5e-04	DiD Baseline	1	1	-1	0.886534043441938
Prop_0.75	75	Medium	5e-04	MIMOSA2	1	1	-1	0.926654657477026
Prop_0.75	75	Medium	0.001	DiD Baseline	1	1	-1	0.901205618212197
Prop_0.75	75	Medium	0.001	MIMOSA2	1	1	-1	0.93592940685046
Prop_0.75	75	Low	6.25e-05	DiD Baseline	1	1	-1	0.74249269005848
Prop_0.75	75	Low	6.25e-05	MIMOSA2	1	1	-1	0.774694548872181
Prop_0.75	75	Low	0.000125	DiD Baseline	1	1	-1	0.748050334168755
Prop_0.75	75	Low	0.000125	MIMOSA2	1	1	-1	0.775425543024228
Prop_0.75	75	Low	0.00025	DiD Baseline	1	1	-1	0.782153299916458
Prop_0.75	75	Low	0.00025	MIMOSA2	1	1	-1	0.823495196324144
Prop_0.75	75	Low	5e-04	DiD Baseline	1	1	-1	0.804792188805347
Prop_0.75	75	Low	5e-04	MIMOSA2	1	1	-1	0.859300334168755
Prop_0.75	75	Low	0.001	DiD Baseline	1	1	-1	0.839171888053467
Prop_0.75	75	Low	0.001	MIMOSA2	1	1	-1	0.899156223893066
Prop_0.75	100	High	6.25e-05	DiD Baseline	1	1	-1	0.862135141093474
Prop_0.75	100	High	6.25e-05	MIMOSA2	1	1	-1	0.892370480599648
Prop_0.75	100	High	0.000125	DiD Baseline	1	1	-1	0.877702821869488
Prop_0.75	100	High	0.000125	MIMOSA2	1	1	-1	0.906532738095238
Prop_0.75	100	High	0.00025	DiD Baseline	1	1	-1	0.894154541446208
Prop_0.75	100	High	0.00025	MIMOSA2	1	1	-1	0.929782848324515
Prop_0.75	100	High	5e-04	DiD Baseline	1	1	-1	0.90092151675485
Prop_0.75	100	High	5e-04	MIMOSA2	1	1	-1	0.938800705467372
Prop_0.75	100	High	0.001	DiD Baseline	1	1	-1	0.919759149029982
Prop_0.75	100	High	0.001	MIMOSA2	1	1	-1	0.949875716490301
Prop_0.75	100	Medium	6.25e-05	DiD Baseline	1	1	-1	0.843351796737213
Prop_0.75	100	Medium	6.25e-05	MIMOSA2	1	1	-1	0.867102072310406
Prop_0.75	100	Medium	0.000125	DiD Baseline	1	1	-1	0.849139660493827
Prop_0.75	100	Medium	0.000125	MIMOSA2	1	1	-1	0.880705191798942
Prop_0.75	100	Medium	0.00025	DiD Baseline	1	1	-1	0.871114142416226
Prop_0.75	100	Medium	0.00025	MIMOSA2	1	1	-1	0.897615465167549
Prop_0.75	100	Medium	5e-04	DiD Baseline	1	1	-1	0.891260471781305
Prop_0.75	100	Medium	5e-04	MIMOSA2	1	1	-1	0.927363040123457
Prop_0.75	100	Medium	0.001	DiD Baseline	1	1	-1	0.896965112433862
Prop_0.75	100	Medium	0.001	MIMOSA2	1	1	-1	0.935646219135803
Prop_0.75	100	Low	6.25e-05	DiD Baseline	1	1	-1	0.735981867283951
Prop_0.75	100	Low	6.25e-05	MIMOSA2	1	1	-1	0.760060901675486
Prop_0.75	100	Low	0.000125	DiD Baseline	1	1	-1	0.755467096560847
Prop_0.75	100	Low	0.000125	MIMOSA2	1	1	-1	0.782617118606703
Prop_0.75	100	Low	0.00025	DiD Baseline	1	1	-1	0.779818397266314
Prop_0.75	100	Low	0.00025	MIMOSA2	1	1	-1	0.819669863315697
Prop_0.75	100	Low	5e-04	DiD Baseline	1	1	-1	0.8041228505291
Prop_0.75	100	Low	5e-04	MIMOSA2	1	1	-1	0.858179287918871
Prop_0.75	100	Low	0.001	DiD Baseline	1	1	-1	0.863743937389771
Prop_0.75	100	Low	0.001	MIMOSA2	1	1	-1	0.904915950176366
Prop_0.90	10	High	6.25e-05	DiD Baseline	1	1	-1	0.892951388888889
Prop_0.90	10	High	6.25e-05	MIMOSA2	1	1	-1	0.909409722222222
Prop_0.90	10	High	0.000125	DiD Baseline	1	1	-1	0.873611111111111
Prop_0.90	10	High	0.000125	MIMOSA2	1	1	-1	0.902743055555555
Prop_0.90	10	High	0.00025	DiD Baseline	1	1	-1	0.898090277777778
Prop_0.90	10	High	0.00025	MIMOSA2	1	1	-1	0.941458333333333
Prop_0.90	10	High	5e-04	DiD Baseline	1	1	-1	0.907430555555556
Prop_0.90	10	High	5e-04	MIMOSA2	1	1	-1	0.947291666666667
Prop_0.90	10	High	0.001	DiD Baseline	1	1	-1	0.948472222222222
Prop_0.90	10	High	0.001	MIMOSA2	1	1	-1	0.965347222222222
Prop_0.90	10	Medium	6.25e-05	DiD Baseline	1	1	-1	0.864548611111111
Prop_0.90	10	Medium	6.25e-05	MIMOSA2	1	1	-1	0.874895833333333
Prop_0.90	10	Medium	0.000125	DiD Baseline	1	1	-1	0.881736111111111
Prop_0.90	10	Medium	0.000125	MIMOSA2	1	1	-1	0.914513888888889
Prop_0.90	10	Medium	0.00025	DiD Baseline	1	1	-1	0.881458333333333
Prop_0.90	10	Medium	0.00025	MIMOSA2	1	1	-1	0.871527777777778
Prop_0.90	10	Medium	5e-04	DiD Baseline	1	1	-1	0.914305555555555
Prop_0.90	10	Medium	5e-04	MIMOSA2	1	1	-1	0.933090277777778
Prop_0.90	10	Medium	0.001	DiD Baseline	1	1	-1	0.888298611111111
Prop_0.90	10	Medium	0.001	MIMOSA2	1	1	-1	0.930416666666667
Prop_0.90	10	Low	6.25e-05	DiD Baseline	1	1	-1	0.813229166666667
Prop_0.90	10	Low	6.25e-05	MIMOSA2	1	1	-1	0.843090277777778
Prop_0.90	10	Low	0.000125	DiD Baseline	1	1	-1	0.775868055555555
Prop_0.90	10	Low	0.000125	MIMOSA2	1	1	-1	0.775729166666667
Prop_0.90	10	Low	0.00025	DiD Baseline	1	1	-1	0.793680555555556
Prop_0.90	10	Low	0.00025	MIMOSA2	1	1	-1	0.819965277777778
Prop_0.90	10	Low	5e-04	DiD Baseline	1	1	-1	0.8425
Prop_0.90	10	Low	5e-04	MIMOSA2	1	1	-1	0.887048611111111
Prop_0.90	10	Low	0.001	DiD Baseline	1	1	-1	0.863854166666667
Prop_0.90	10	Low	0.001	MIMOSA2	1	1	-1	0.911666666666666
Prop_0.90	20	High	6.25e-05	DiD Baseline	1	1	-1	0.873168402777778
Prop_0.90	20	High	6.25e-05	MIMOSA2	1	1	-1	0.910720486111111
Prop_0.90	20	High	0.000125	DiD Baseline	1	1	-1	0.888307291666667
Prop_0.90	20	High	0.000125	MIMOSA2	1	1	-1	0.898177083333333
Prop_0.90	20	High	0.00025	DiD Baseline	1	1	-1	0.879236111111111
Prop_0.90	20	High	0.00025	MIMOSA2	1	1	-1	0.913888888888889
Prop_0.90	20	High	5e-04	DiD Baseline	1	1	-1	0.887690972222222
Prop_0.90	20	High	5e-04	MIMOSA2	1	1	-1	0.929583333333334
Prop_0.90	20	High	0.001	DiD Baseline	1	1	-1	0.894635416666667
Prop_0.90	20	High	0.001	MIMOSA2	1	1	-1	0.940581597222222
Prop_0.90	20	Medium	6.25e-05	DiD Baseline	1	1	-1	0.843098958333333
Prop_0.90	20	Medium	6.25e-05	MIMOSA2	1	1	-1	0.854991319444444
Prop_0.90	20	Medium	0.000125	DiD Baseline	1	1	-1	0.840720486111111
Prop_0.90	20	Medium	0.000125	MIMOSA2	1	1	-1	0.860381944444444
Prop_0.90	20	Medium	0.00025	DiD Baseline	1	1	-1	0.858003472222222
Prop_0.90	20	Medium	0.00025	MIMOSA2	1	1	-1	0.894244791666666
Prop_0.90	20	Medium	5e-04	DiD Baseline	1	1	-1	0.873394097222222
Prop_0.90	20	Medium	5e-04	MIMOSA2	1	1	-1	0.923246527777777
Prop_0.90	20	Medium	0.001	DiD Baseline	1	1	-1	0.887395833333333
Prop_0.90	20	Medium	0.001	MIMOSA2	1	1	-1	0.943663194444445
Prop_0.90	20	Low	6.25e-05	DiD Baseline	1	1	-1	0.752378472222222
Prop_0.90	20	Low	6.25e-05	MIMOSA2	1	1	-1	0.776111111111111
Prop_0.90	20	Low	0.000125	DiD Baseline	1	1	-1	0.764071180555556
Prop_0.90	20	Low	0.000125	MIMOSA2	1	1	-1	0.74203125
Prop_0.90	20	Low	0.00025	DiD Baseline	1	1	-1	0.755668402777778
Prop_0.90	20	Low	0.00025	MIMOSA2	1	1	-1	0.799861111111111
Prop_0.90	20	Low	5e-04	DiD Baseline	1	1	-1	0.826935763888889
Prop_0.90	20	Low	5e-04	MIMOSA2	1	1	-1	0.853559027777778
Prop_0.90	20	Low	0.001	DiD Baseline	1	1	-1	0.837161458333333
Prop_0.90	20	Low	0.001	MIMOSA2	1	1	-1	0.902230902777778
Prop_0.90	30	High	6.25e-05	DiD Baseline	1	1	-1	0.86241512345679
Prop_0.90	30	High	6.25e-05	MIMOSA2	1	1	-1	0.890088734567902
Prop_0.90	30	High	0.000125	DiD Baseline	1	1	-1	0.857719907407407
Prop_0.90	30	High	0.000125	MIMOSA2	1	1	-1	0.896523919753086
Prop_0.90	30	High	0.00025	DiD Baseline	1	1	-1	0.885293209876543
Prop_0.90	30	High	0.00025	MIMOSA2	1	1	-1	0.933904320987655
Prop_0.90	30	High	5e-04	DiD Baseline	1	1	-1	0.912908950617284
Prop_0.90	30	High	5e-04	MIMOSA2	1	1	-1	0.948179012345679
Prop_0.90	30	High	0.001	DiD Baseline	1	1	-1	0.907345679012346
Prop_0.90	30	High	0.001	MIMOSA2	1	1	-1	0.949467592592593
Prop_0.90	30	Medium	6.25e-05	DiD Baseline	1	1	-1	0.850015432098765
Prop_0.90	30	Medium	6.25e-05	MIMOSA2	1	1	-1	0.886554783950617
Prop_0.90	30	Medium	0.000125	DiD Baseline	1	1	-1	0.85233024691358
Prop_0.90	30	Medium	0.000125	MIMOSA2	1	1	-1	0.885401234567901
Prop_0.90	30	Medium	0.00025	DiD Baseline	1	1	-1	0.884479166666667
Prop_0.90	30	Medium	0.00025	MIMOSA2	1	1	-1	0.914988425925926
Prop_0.90	30	Medium	5e-04	DiD Baseline	1	1	-1	0.883885030864197
Prop_0.90	30	Medium	5e-04	MIMOSA2	1	1	-1	0.935420524691359
Prop_0.90	30	Medium	0.001	DiD Baseline	1	1	-1	0.904270833333333
Prop_0.90	30	Medium	0.001	MIMOSA2	1	1	-1	0.947260802469136
Prop_0.90	30	Low	6.25e-05	DiD Baseline	1	1	-1	0.752006172839506
Prop_0.90	30	Low	6.25e-05	MIMOSA2	1	1	-1	0.770088734567901
Prop_0.90	30	Low	0.000125	DiD Baseline	1	1	-1	0.757920524691358
Prop_0.90	30	Low	0.000125	MIMOSA2	1	1	-1	0.790902777777778
Prop_0.90	30	Low	0.00025	DiD Baseline	1	1	-1	0.792635030864198
Prop_0.90	30	Low	0.00025	MIMOSA2	1	1	-1	0.839918981481481
Prop_0.90	30	Low	5e-04	DiD Baseline	1	1	-1	0.805150462962963
Prop_0.90	30	Low	5e-04	MIMOSA2	1	1	-1	0.856554783950617
Prop_0.90	30	Low	0.001	DiD Baseline	1	1	-1	0.849625771604938
Prop_0.90	30	Low	0.001	MIMOSA2	1	1	-1	0.904648919753087
Prop_0.90	50	High	6.25e-05	DiD Baseline	1	1	-1	0.87827861952862
Prop_0.90	50	High	6.25e-05	MIMOSA2	1	1	-1	0.905877525252525
Prop_0.90	50	High	0.000125	DiD Baseline	1	1	-1	0.87339436026936
Prop_0.90	50	High	0.000125	MIMOSA2	1	1	-1	0.902563131313131
Prop_0.90	50	High	0.00025	DiD Baseline	1	1	-1	0.906721380471381
Prop_0.90	50	High	0.00025	MIMOSA2	1	1	-1	0.943821548821549
Prop_0.90	50	High	5e-04	DiD Baseline	1	1	-1	0.895671296296296
Prop_0.90	50	High	5e-04	MIMOSA2	1	1	-1	0.942807239057239
Prop_0.90	50	High	0.001	DiD Baseline	1	1	-1	0.912325336700337
Prop_0.90	50	High	0.001	MIMOSA2	1	1	-1	0.954886363636364
Prop_0.90	50	Medium	6.25e-05	DiD Baseline	1	1	-1	0.843419612794613
Prop_0.90	50	Medium	6.25e-05	MIMOSA2	1	1	-1	0.872718855218855
Prop_0.90	50	Medium	0.000125	DiD Baseline	1	1	-1	0.88674031986532
Prop_0.90	50	Medium	0.000125	MIMOSA2	1	1	-1	0.918989898989899
Prop_0.90	50	Medium	0.00025	DiD Baseline	1	1	-1	0.878560606060606
Prop_0.90	50	Medium	0.00025	MIMOSA2	1	1	-1	0.913242845117845
Prop_0.90	50	Medium	5e-04	DiD Baseline	1	1	-1	0.884951599326599
Prop_0.90	50	Medium	5e-04	MIMOSA2	1	1	-1	0.923943602693603
Prop_0.90	50	Medium	0.001	DiD Baseline	1	1	-1	0.898061868686869
Prop_0.90	50	Medium	0.001	MIMOSA2	1	1	-1	0.944419191919192
Prop_0.90	50	Low	6.25e-05	DiD Baseline	1	1	-1	0.749892676767677
Prop_0.90	50	Low	6.25e-05	MIMOSA2	1	1	-1	0.772550505050505
Prop_0.90	50	Low	0.000125	DiD Baseline	1	1	-1	0.770210437710438
Prop_0.90	50	Low	0.000125	MIMOSA2	1	1	-1	0.806548821548821
Prop_0.90	50	Low	0.00025	DiD Baseline	1	1	-1	0.774739057239057
Prop_0.90	50	Low	0.00025	MIMOSA2	1	1	-1	0.829261363636363
Prop_0.90	50	Low	5e-04	DiD Baseline	1	1	-1	0.833526936026936
Prop_0.90	50	Low	5e-04	MIMOSA2	1	1	-1	0.87851430976431
Prop_0.90	50	Low	0.001	DiD Baseline	1	1	-1	0.841205808080808
Prop_0.90	50	Low	0.001	MIMOSA2	1	1	-1	0.914675925925926
Prop_0.90	75	High	6.25e-05	DiD Baseline	1	1	-1	0.879330808080808
Prop_0.90	75	High	6.25e-05	MIMOSA2	1	1	-1	0.901065340909091
Prop_0.90	75	High	0.000125	DiD Baseline	1	1	-1	0.865232796717172
Prop_0.90	75	High	0.000125	MIMOSA2	1	1	-1	0.895673926767677
Prop_0.90	75	High	0.00025	DiD Baseline	1	1	-1	0.89360321969697
Prop_0.90	75	High	0.00025	MIMOSA2	1	1	-1	0.931618529040404
Prop_0.90	75	High	5e-04	DiD Baseline	1	1	-1	0.90004577020202
Prop_0.90	75	High	5e-04	MIMOSA2	1	1	-1	0.942416351010101
Prop_0.90	75	High	0.001	DiD Baseline	1	1	-1	0.916682449494949
Prop_0.90	75	High	0.001	MIMOSA2	1	1	-1	0.956709280303031
Prop_0.90	75	Medium	6.25e-05	DiD Baseline	1	1	-1	0.842628630050505
Prop_0.90	75	Medium	6.25e-05	MIMOSA2	1	1	-1	0.874082228535354
Prop_0.90	75	Medium	0.000125	DiD Baseline	1	1	-1	0.859019097222222
Prop_0.90	75	Medium	0.000125	MIMOSA2	1	1	-1	0.880901988636364
Prop_0.90	75	Medium	0.00025	DiD Baseline	1	1	-1	0.869921085858586
Prop_0.90	75	Medium	0.00025	MIMOSA2	1	1	-1	0.906074021464647
Prop_0.90	75	Medium	5e-04	DiD Baseline	1	1	-1	0.887626262626263
Prop_0.90	75	Medium	5e-04	MIMOSA2	1	1	-1	0.925625789141414
Prop_0.90	75	Medium	0.001	DiD Baseline	1	1	-1	0.908678188131313
Prop_0.90	75	Medium	0.001	MIMOSA2	1	1	-1	0.940360637626263
Prop_0.90	75	Low	6.25e-05	DiD Baseline	1	1	-1	0.738355429292929
Prop_0.90	75	Low	6.25e-05	MIMOSA2	1	1	-1	0.76923216540404
Prop_0.90	75	Low	0.000125	DiD Baseline	1	1	-1	0.747972695707071
Prop_0.90	75	Low	0.000125	MIMOSA2	1	1	-1	0.796394412878788
Prop_0.90	75	Low	0.00025	DiD Baseline	1	1	-1	0.765609217171717
Prop_0.90	75	Low	0.00025	MIMOSA2	1	1	-1	0.825047348484848
Prop_0.90	75	Low	5e-04	DiD Baseline	1	1	-1	0.802012310606061
Prop_0.90	75	Low	5e-04	MIMOSA2	1	1	-1	0.862853535353535
Prop_0.90	75	Low	0.001	DiD Baseline	1	1	-1	0.86380523989899
Prop_0.90	75	Low	0.001	MIMOSA2	1	1	-1	0.902705176767677
Prop_0.90	100	High	6.25e-05	DiD Baseline	1	1	-1	0.867363215488215
Prop_0.90	100	High	6.25e-05	MIMOSA2	1	1	-1	0.897336384680135
Prop_0.90	100	High	0.000125	DiD Baseline	1	1	-1	0.874781144781145
Prop_0.90	100	High	0.000125	MIMOSA2	1	1	-1	0.907155408249158
Prop_0.90	100	High	0.00025	DiD Baseline	1	1	-1	0.893411721380471
Prop_0.90	100	High	0.00025	MIMOSA2	1	1	-1	0.927335858585858
Prop_0.90	100	High	5e-04	DiD Baseline	1	1	-1	0.893861005892256
Prop_0.90	100	High	5e-04	MIMOSA2	1	1	-1	0.934779566498317
Prop_0.90	100	High	0.001	DiD Baseline	1	1	-1	0.914017255892256
Prop_0.90	100	High	0.001	MIMOSA2	1	1	-1	0.947979797979798
Prop_0.90	100	Medium	6.25e-05	DiD Baseline	1	1	-1	0.840944339225589
Prop_0.90	100	Medium	6.25e-05	MIMOSA2	1	1	-1	0.858232849326599
Prop_0.90	100	Medium	0.000125	DiD Baseline	1	1	-1	0.845775462962963
Prop_0.90	100	Medium	0.000125	MIMOSA2	1	1	-1	0.871840803872054
Prop_0.90	100	Medium	0.00025	DiD Baseline	1	1	-1	0.873322285353535
Prop_0.90	100	Medium	0.00025	MIMOSA2	1	1	-1	0.903292297979798
Prop_0.90	100	Medium	5e-04	DiD Baseline	1	1	-1	0.893436973905724
Prop_0.90	100	Medium	5e-04	MIMOSA2	1	1	-1	0.928276515151515
Prop_0.90	100	Medium	0.001	DiD Baseline	1	1	-1	0.903241266835017
Prop_0.90	100	Medium	0.001	MIMOSA2	1	1	-1	0.936201599326599
Prop_0.90	100	Low	6.25e-05	DiD Baseline	1	1	-1	0.751066393097643
Prop_0.90	100	Low	6.25e-05	MIMOSA2	1	1	-1	0.774530723905724
Prop_0.90	100	Low	0.000125	DiD Baseline	1	1	-1	0.735892255892256
Prop_0.90	100	Low	0.000125	MIMOSA2	1	1	-1	0.771795033670033
Prop_0.90	100	Low	0.00025	DiD Baseline	1	1	-1	0.787942971380471
Prop_0.90	100	Low	0.00025	MIMOSA2	1	1	-1	0.829449705387206
Prop_0.90	100	Low	5e-04	DiD Baseline	1	1	-1	0.829393939393939
Prop_0.90	100	Low	5e-04	MIMOSA2	1	1	-1	0.862377946127946
Prop_0.90	100	Low	0.001	DiD Baseline	1	1	-1	0.860558186026936
Prop_0.90	100	Low	0.001	MIMOSA2	1	1	-1	0.901504103535354
